Class,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59
1,0.14503194,0.057494789,0.006513046,0.047796778,0.006359555,0.063699216,0.00750928,0.053870216,0.007905688,0.026995013,0.02823149,0.029310629,0.032937687,0.040078897,0.035119236,0.03943944,0.033548344,0.1167775,0.076801881,0.14419422,0.071812995,0.15075256,0.081544548,0.14584938,0.042946197,0.25601837,0.27260992,0.18292402,0.20343739,0.27140409,0.24931888,0.21680677,0.15778574,0.16808812,0.096503906,0.14013129,0.094697572,0.15885316,0.10338291,0.10276191,0.070829295,0.046392377,0.045185611,0.057335559,0.06323427,0.05286248,0.043541953,0.038714249,0.044173174,0.033745434,0.059628818,0.038205136,0.049202487,0.032306623,0.052436568,0.031631395,0.036643308,0.30330086,0.43911552
1,0.10042766,0.065122142,0.002708823,0.0279104,0.003699141,0.058613572,0.004256521,0.032899629,0.004696229,0.027444137,0.021359574,0.023508674,0.034765519,0.0367666,0.03015729,0.030076465,0.035712179,0.12446002,0.063479967,0.13260372,0.063659482,0.15321855,0.08344005,0.15083161,0.049757391,0.26994559,0.2580964,0.18981677,0.24012241,0.31854486,0.29840484,0.22783983,0.18949516,0.16560815,0.092963979,0.15403746,0.096876234,0.19820862,0.10516836,0.13160089,0.077031858,0.038829897,0.043930836,0.05478508,0.047066085,0.049579047,0.04744586,0.036981683,0.036000125,0.030976534,0.061288729,0.030963244,0.02982665,0.030646497,0.055879373,0.029725945,0.0180055,0.25510865,0.3589592
1,0.082997151,0.044368878,0.004564858,0.035104584,0.003347563,0.04111008,0.003826798,0.043562375,0.002521596,0.024698099,0.022772919,0.022206539,0.020131795,0.033771873,0.026230959,0.028302325,0.025072971,0.11671245,0.068366706,0.14156698,0.0635686,0.15618582,0.070103027,0.15310048,0.049685434,0.22004716,0.26209104,0.23744303,0.27274117,0.25538811,0.30633914,0.26686382,0.21218149,0.18684007,0.092522591,0.19015282,0.1096193,0.18132257,0.10261678,0.14055917,0.076546811,0.048492998,0.04696672,0.058728438,0.055796131,0.047196779,0.04652404,0.039067168,0.040917747,0.030143337,0.034882899,0.038017947,0.035449598,0.029359482,0.039917115,0.030369639,0.024584759,0.23501502,0.34173658
1,0.084409036,0.040733576,0.003599117,0.038010061,0.002736499,0.047593568,0.002100429,0.040604405,0.003388132,0.026819354,0.022450972,0.0238417,0.022476064,0.027991388,0.029313892,0.023162346,0.026838129,0.12130029,0.058164213,0.1378333,0.068947956,0.16452001,0.066967994,0.14829299,0.050899759,0.21903101,0.26407,0.25795171,0.26925081,0.25937927,0.29826954,0.25457641,0.21719213,0.17153145,0.1030193,0.19366755,0.11789911,0.1816927,0.10112731,0.1475071,0.083321795,0.044376735,0.045279261,0.060903765,0.060328498,0.049819123,0.049885135,0.040751085,0.042065024,0.025589291,0.043245226,0.034457061,0.031831156,0.032628365,0.035236195,0.034029078,0.026998529,0.24154642,0.32750729
1,0.16963036,0.06709227,0.004490925,0.052974913,0.00635487,0.070917495,0.009638829,0.052970834,0.009333058,0.032537289,0.03246779,0.029915998,0.030008871,0.034450855,0.029386975,0.037004337,0.033487249,0.10307406,0.05797204,0.1215476,0.042838871,0.13816042,0.069292568,0.14965543,0.06497962,0.18112466,0.19791779,0.13742997,0.17432621,0.23215541,0.26377517,0.20676938,0.2012431,0.1459478,0.093566827,0.11435506,0.087575033,0.17207196,0.091594234,0.15495579,0.062729143,0.044472523,0.050888151,0.057713047,0.057169694,0.054348994,0.04879079,0.046559297,0.043239079,0.027093004,0.073309883,0.038715929,0.04354668,0.040492162,0.066009827,0.04058098,0.035762098,0.34524164,0.51323164
1,0.087567374,0.040521983,0.002920518,0.038509868,0.001405944,0.043620765,0.00478486,0.04149596,0.003326312,0.022287771,0.021154877,0.022054702,0.028260356,0.030603422,0.028180759,0.028823698,0.027461443,0.11901012,0.064643063,0.14503779,0.06777595,0.14425322,0.066483222,0.14549164,0.052847255,0.22156623,0.25949669,0.24420054,0.27767715,0.25529811,0.28353709,0.25768647,0.21253848,0.18611777,0.097753294,0.19128147,0.10268307,0.17279787,0.10951429,0.13284439,0.069516934,0.050195027,0.057328921,0.054067552,0.050326928,0.045981336,0.04465599,0.045528658,0.040680185,0.03597096,0.043606818,0.031247986,0.034149364,0.035052527,0.035689749,0.028823327,0.029597851,0.24946144,0.3605274
1,0.11369404,0.035025507,0.004455545,0.057631247,0.004893771,0.042753629,0.005874404,0.066626646,0.003424517,0.023698363,0.026902193,0.035549827,0.033875037,0.032910541,0.034988496,0.036918066,0.028089164,0.10512245,0.08293388,0.17297156,0.069461785,0.14354068,0.083947517,0.14987956,0.047532648,0.21305577,0.27196527,0.2422958,0.24287216,0.22456776,0.26522174,0.23844695,0.18252753,0.19790286,0.11343435,0.18201137,0.10446028,0.17969818,0.10669508,0.12156484,0.067812011,0.064880006,0.049299799,0.053705245,0.056623332,0.057518616,0.045248885,0.038001418,0.042069212,0.03685081,0.042677823,0.036182284,0.058281858,0.02931108,0.028876936,0.025463212,0.041260887,0.27157474,0.38582405
1,0.13128683,0.055159431,0.004867622,0.047413956,0.006260196,0.06136167,0.004901869,0.051275175,0.004970819,0.024491532,0.030879525,0.026727175,0.03867178,0.044581167,0.038558293,0.034384109,0.031474117,0.10502691,0.082600661,0.15629311,0.075875878,0.14994082,0.07307025,0.14740136,0.051430453,0.21164562,0.28386807,0.24664287,0.23308106,0.22918522,0.24345568,0.21347728,0.18285121,0.19591059,0.10623714,0.18567576,0.095807493,0.15791428,0.10154761,0.1190132,0.072555438,0.059275933,0.058761012,0.070089795,0.052940167,0.052226413,0.046492457,0.038189135,0.040551301,0.037542757,0.051948886,0.040559415,0.042943545,0.032014206,0.045500197,0.030519031,0.039755657,0.28275034,0.40762943
1,0.12304508,0.055177905,0.004947465,0.047583293,0.005211277,0.066587776,0.00465073,0.051868673,0.004042822,0.030220719,0.024695426,0.025217105,0.028734531,0.035641242,0.029811824,0.032846056,0.033824001,0.11662681,0.063187942,0.13860695,0.069779344,0.15063314,0.076469056,0.15501507,0.048151083,0.26235139,0.28640428,0.20366964,0.2048993,0.29342908,0.26885286,0.22933446,0.15564921,0.16797918,0.086819261,0.15235113,0.10571767,0.1869863,0.10672688,0.10817883,0.072289273,0.042974923,0.048433803,0.050301213,0.053033903,0.046703506,0.04731033,0.041205402,0.039160579,0.033969481,0.062096991,0.035500407,0.045044482,0.035753727,0.049825948,0.029556906,0.040929716,0.27469739,0.39775124
1,0.11342756,0.073041052,0.003424049,0.040269349,0.003728932,0.067353129,0.003959375,0.041663364,0.003988002,0.029985854,0.02436758,0.020094069,0.030118793,0.033431508,0.031836126,0.031388659,0.036303654,0.13244034,0.068435922,0.12566921,0.048699308,0.1290202,0.075667843,0.17147599,0.06730251,0.23394774,0.28801733,0.13935678,0.18746562,0.28733525,0.2758171,0.25351545,0.18419673,0.17890038,0.085285865,0.11773892,0.07961487,0.18773472,0.1153853,0.14975861,0.075284012,0.036362495,0.043723941,0.047714707,0.050334908,0.045371328,0.060831495,0.041493643,0.043625809,0.029472318,0.066803686,0.03675073,0.02940866,0.03422156,0.051409788,0.031297915,0.027592106,0.2880334,0.41376922
1,0.14424317,0.069494702,0.005131503,0.043942355,0.003588648,0.063942276,0.006488336,0.05157188,0.006074306,0.030552359,0.025507171,0.025775967,0.031991955,0.034928106,0.033062939,0.03282287,0.032743033,0.11697761,0.080483325,0.13843602,0.052182756,0.14419784,0.090925135,0.16039008,0.059060432,0.22111329,0.24834086,0.14151366,0.17429763,0.27124968,0.26989612,0.2421115,0.1759256,0.16914223,0.089216486,0.11606113,0.078400835,0.19283475,0.11277515,0.14847477,0.06940832,0.041040123,0.040327713,0.058467094,0.052164793,0.056368131,0.056017864,0.042449933,0.045936443,0.032342471,0.072230369,0.035788182,0.045548476,0.038413707,0.055522289,0.035431601,0.038187325,0.30940142,0.44193083
1,0.33264902,0.12387694,0.011252372,0.064566471,0.013128756,0.095269069,0.013306688,0.085338242,0.013146009,0.044070754,0.028386781,0.023270935,0.041834723,0.039386809,0.047817588,0.038066328,0.058395427,0.083115712,0.036680065,0.059020355,0.045505539,0.059051633,0.045144286,0.082798682,0.077212639,0.057781301,0.046249624,0.062525652,0.10724987,0.037698064,0.04763265,0.092676647,0.10370473,0.046017237,0.037172887,0.071217403,0.050377131,0.062495988,0.056734201,0.10119858,0.049525749,0.042572886,0.051077005,0.043889046,0.042088691,0.042974576,0.077262811,0.052082598,0.054267928,0.01822249,0.091411158,0.033451393,0.081993669,0.033157535,0.10752111,0.022144563,0.059638277,0.4232831,0.70575184
1,0.14672177,0.055612214,0.004536019,0.052219082,0.006518285,0.06156474,0.006959349,0.060761612,0.00571592,0.02637158,0.026152126,0.030564284,0.030434851,0.03568311,0.034016345,0.040391192,0.029404219,0.11516802,0.079420306,0.14545323,0.0793823,0.15435585,0.087697856,0.14423011,0.048884392,0.21208529,0.25190556,0.22699901,0.24587163,0.2431934,0.25818491,0.21553028,0.16057451,0.1674359,0.1030646,0.17498687,0.091874629,0.183754,0.100646,0.11354275,0.070274644,0.050455872,0.050020929,0.059844106,0.061474688,0.051082753,0.046028566,0.030941172,0.041413743,0.033771358,0.056461029,0.040567022,0.057422884,0.031059783,0.044682216,0.027204519,0.043049432,0.28930974,0.42294833
1,0.10850326,0.055094697,0.004052395,0.038602185,0.005456523,0.058661729,0.004875884,0.041624669,0.003445451,0.027964342,0.015565874,0.023642801,0.033628739,0.035521764,0.029036233,0.02870045,0.030290438,0.11176785,0.071776941,0.14992316,0.076406226,0.15416621,0.079140931,0.15068598,0.049328282,0.24822803,0.27628309,0.2481983,0.24239145,0.30467474,0.27259019,0.2251129,0.1619307,0.18032703,0.10919102,0.1769986,0.095734514,0.18649982,0.10095207,0.11461583,0.068704471,0.041703984,0.053340744,0.062497847,0.054741032,0.048146844,0.052485652,0.037270192,0.039591189,0.037029758,0.059849162,0.037523177,0.03755533,0.032933071,0.042676337,0.025528226,0.028012009,0.24651358,0.35813108
1,0.13124765,0.061981343,0.006321889,0.046720136,0.004137358,0.062865011,0.005548093,0.056309365,0.005194186,0.027413676,0.02750057,0.032565627,0.040853884,0.038071208,0.036303412,0.039238211,0.031070158,0.10708915,0.076447502,0.15580963,0.077608205,0.1568425,0.085180685,0.1435893,0.050051559,0.22966251,0.26098979,0.2214323,0.22156391,0.26021242,0.2651723,0.22494702,0.17506535,0.17488202,0.10002106,0.16712213,0.10046446,0.17855613,0.10152464,0.12137034,0.07206852,0.046084229,0.056539979,0.061710794,0.061390013,0.050355215,0.042182639,0.036089599,0.043434519,0.030177254,0.058526773,0.037653938,0.049509339,0.033274688,0.051961359,0.029046834,0.035795975,0.28632128,0.40237892
1,0.13572767,0.052602168,0.003909057,0.045568164,0.004070095,0.060067136,0.007288944,0.052762657,0.008750112,0.022448864,0.02728801,0.027180467,0.029995913,0.039686948,0.038787525,0.032865983,0.037062552,0.11289207,0.07440538,0.15081543,0.076878272,0.15507911,0.08104638,0.15081514,0.047625415,0.23884611,0.25840273,0.21506268,0.23434612,0.2713387,0.2507422,0.21814921,0.16390885,0.17612903,0.10424098,0.16571413,0.096026979,0.18390985,0.10897372,0.11598846,0.077351071,0.046970766,0.053863995,0.060977727,0.055441581,0.052825287,0.051297382,0.037109505,0.037476223,0.030428471,0.049562935,0.035757277,0.049188334,0.034037057,0.050600149,0.031981237,0.039018754,0.27958506,0.40979469
1,0.12838176,0.06105322,0.006211013,0.049479414,0.00377667,0.057937615,0.004471855,0.051229768,0.00557478,0.024337949,0.024952127,0.028624246,0.035155654,0.040180195,0.032128282,0.031917367,0.037369013,0.12565178,0.044212867,0.1410303,0.058833148,0.14392586,0.072140314,0.15713568,0.069099352,0.13204049,0.24637923,0.23294674,0.20673786,0.19252022,0.28552625,0.22692455,0.28157806,0.11272016,0.088121064,0.15872799,0.10652389,0.18229635,0.10328928,0.17308089,0.082223333,0.045392789,0.051160492,0.060206275,0.056971014,0.050650883,0.053535398,0.057923608,0.044015389,0.034317434,0.049605094,0.037444793,0.042445842,0.035580914,0.051932238,0.038177662,0.036162995,0.31228042,0.41344926
