Class,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59
2,0.20010303,0.05266118,0.005215387,0.06431134,0.011068352,0.0905146,0.011519936,0.05567066,0.003928836,0.024576738,0.0298943,0.041211274,0.046145964,0.051124185,0.035869464,0.018581675,0.020485822,0.088419199,0.065964431,0.14447448,0.082072712,0.1354057,0.076191269,0.063462369,0.01970857,0.16581167,0.18424594,0.18270211,0.18486057,0.18633844,0.14723678,0.089196935,0.071155727,0.14793077,0.088841602,0.18490238,0.08956565,0.15056176,0.04206628,0.047094192,0.056901518,0.059262283,0.07013803,0.069408529,0.064496361,0.033865735,0.030468212,0.034169022,0.040720645,0.067755803,0.063889705,0.066284172,0.045307662,0.031688955,0.033379909,0.032750901,0.037381008,0.44692841,0.56663787
2,0.20610145,0.051719822,0.005437937,0.0570627,0.012105288,0.095352381,0.008587919,0.053455699,0.007378903,0.02432492,0.02644431,0.047155824,0.050688565,0.046239134,0.035374805,0.026958585,0.019279193,0.078477524,0.065919951,0.14269146,0.077563606,0.13179684,0.074463531,0.060566604,0.022584643,0.15931974,0.17459886,0.1646982,0.16528252,0.18836538,0.1594217,0.08733537,0.068250254,0.15408409,0.092603892,0.18431433,0.077634491,0.13683856,0.046632513,0.050175291,0.061489224,0.068479314,0.075557299,0.069714926,0.062853344,0.032692991,0.035535075,0.035381183,0.036323186,0.075820863,0.061433371,0.068699263,0.036893986,0.029943304,0.038007282,0.031740535,0.039203282,0.47321266,0.55968881
2,0.20251988,0.051272109,0.005879208,0.057549726,0.008103157,0.091620125,0.008287349,0.050958682,0.007384211,0.019031797,0.021772865,0.03682268,0.051543131,0.045668371,0.032706309,0.019351883,0.021953065,0.082057476,0.069714174,0.14680807,0.077362277,0.13625783,0.077062719,0.063600101,0.025854044,0.18502966,0.1847401,0.17588224,0.19510779,0.21749975,0.16455351,0.099391937,0.076592386,0.1449776,0.096786678,0.18258108,0.084597372,0.1467019,0.042212326,0.047203127,0.05837689,0.063112624,0.066385224,0.068374597,0.05339919,0.035328913,0.036801383,0.027563753,0.034489598,0.065612651,0.06789504,0.062199954,0.038076941,0.028975731,0.039784726,0.028676527,0.042168923,0.43020701,0.55902046
2,0.18960413,0.054701976,0.005487328,0.061515067,0.012567413,0.081772491,0.011225567,0.048350941,0.005878892,0.022593321,0.022812929,0.043619301,0.054586045,0.046133116,0.027848598,0.024487635,0.024374003,0.081245087,0.073163524,0.13628994,0.080842532,0.14327744,0.077251688,0.062922105,0.028608467,0.18150467,0.19812483,0.16996938,0.17944694,0.20773351,0.16771016,0.11462619,0.083480582,0.1497923,0.10045405,0.18008111,0.078379482,0.14773265,0.046072856,0.054396942,0.056859184,0.064571537,0.073102944,0.069494538,0.05208686,0.035499599,0.036439557,0.036972307,0.036498006,0.072244108,0.066536784,0.061392292,0.037784439,0.032615807,0.038178191,0.035708409,0.038837563,0.45124808,0.54545283
2,0.16867925,0.051431287,0.005351954,0.049588002,0.008409637,0.096998438,0.008024252,0.043590475,0.004369694,0.022430943,0.024855059,0.031309109,0.05046951,0.043633312,0.028419424,0.019554036,0.022467149,0.083209738,0.065008342,0.13413681,0.069037825,0.13467857,0.065556884,0.068113215,0.033525873,0.19317439,0.2185479,0.16098145,0.18217067,0.21648763,0.18843588,0.12536512,0.073505037,0.1547842,0.086444952,0.18985744,0.09209919,0.1509618,0.042990904,0.06947989,0.061301369,0.056779452,0.077717327,0.065737605,0.057604283,0.032126404,0.032629535,0.035948142,0.037169982,0.061982032,0.067819409,0.058274318,0.032306492,0.033422474,0.04389051,0.040165864,0.028796529,0.44001058,0.54229957
2,0.18850957,0.054298781,0.005849162,0.068838619,0.012706584,0.070608057,0.010767956,0.056550711,0.007585437,0.026264774,0.036458869,0.040624838,0.041319869,0.042886086,0.035471432,0.022114707,0.020028483,0.093493886,0.070113808,0.14091307,0.085356437,0.13253558,0.073576123,0.076742187,0.043644231,0.16385552,0.18435355,0.16848421,0.21121986,0.19673347,0.16839311,0.13737747,0.087904766,0.15933834,0.084007785,0.17646681,0.081076436,0.15413259,0.050859693,0.074447997,0.064183734,0.070823677,0.06112865,0.067202277,0.055372175,0.036538858,0.035269983,0.036606103,0.052361626,0.05889811,0.049866058,0.054723904,0.042881589,0.031345539,0.038692985,0.042174868,0.047213484,0.42214179,0.56138235
2,0.18366235,0.048076801,0.010483507,0.074103847,0.009135995,0.066859417,0.011073194,0.05282617,0.006070891,0.026605107,0.038316436,0.042492762,0.038270138,0.040994644,0.038451377,0.028107569,0.01914119,0.10109232,0.072850384,0.14956988,0.085338466,0.13719757,0.078110844,0.078362726,0.03778021,0.16848232,0.20214659,0.19670601,0.23383701,0.18426354,0.17436004,0.15459964,0.090649001,0.15740703,0.093688101,0.19065835,0.08996781,0.15808453,0.050372951,0.07869298,0.070377022,0.062712304,0.058221988,0.066946983,0.056736831,0.038041029,0.028424507,0.040267467,0.049445052,0.060203072,0.04838793,0.059134908,0.046174612,0.035978612,0.032792818,0.043951683,0.048441954,0.40234882,0.53495407
2,0.17743553,0.048852287,0.005980981,0.07315708,0.004056199,0.0673014,0.009095285,0.060530711,0.004598026,0.024915606,0.034209199,0.043617573,0.037033666,0.040448468,0.042800404,0.028731586,0.017568484,0.098155826,0.075914547,0.13830256,0.080759682,0.13258107,0.077272765,0.083865829,0.044382397,0.16332127,0.19496629,0.19348162,0.21266371,0.19291675,0.17637727,0.16264899,0.089146711,0.15535346,0.09627144,0.18586339,0.084722094,0.1598108,0.053445619,0.082629494,0.073568277,0.066633105,0.05142732,0.063755855,0.059986912,0.040593822,0.03585425,0.038123641,0.053274982,0.058235731,0.043382384,0.054816719,0.044292387,0.032584943,0.035251841,0.039519589,0.050953031,0.41934508,0.53740108
2,0.17566589,0.045932878,0.006029983,0.068313748,0.010159358,0.067447543,0.008237705,0.053606823,0.005561557,0.021454684,0.025742648,0.049595375,0.036791872,0.032266933,0.033247538,0.029936459,0.022688933,0.10623798,0.078156941,0.14306703,0.08141055,0.11936475,0.084345907,0.086064667,0.0444001,0.15604316,0.17709622,0.18239708,0.23368293,0.20257556,0.17754643,0.16424535,0.11031839,0.16116813,0.090124108,0.17791407,0.080340698,0.16783045,0.058125526,0.085971728,0.063027389,0.064712107,0.062001914,0.061018966,0.050124969,0.043264017,0.033733409,0.035795715,0.04042631,0.06578926,0.039665122,0.058337495,0.046381656,0.037394077,0.033922423,0.0357222,0.045601938,0.42657891,0.53013682
2,0.17801462,0.060740653,0.004434926,0.050494548,0.007079537,0.085964888,0.009512839,0.045247074,0.003566783,0.02976511,0.026116816,0.030515401,0.043325152,0.043326974,0.035185747,0.023998098,0.027452907,0.096516944,0.066666111,0.14381589,0.091410719,0.13091357,0.075278051,0.080389403,0.047150686,0.18920103,0.21301331,0.17348249,0.22319712,0.21353213,0.19619626,0.15760741,0.10200766,0.15614267,0.092406549,0.19032557,0.08924678,0.15755928,0.06048755,0.096398495,0.064966589,0.051634494,0.06624224,0.06963224,0.055088364,0.033499174,0.040661991,0.047520734,0.038691934,0.058207758,0.066826873,0.059518978,0.037797242,0.02997533,0.043666944,0.038447618,0.033143021,0.4063732,0.51479232
2,0.17555591,0.065414146,0.007384896,0.049807273,0.005872326,0.080213614,0.008887324,0.051207237,0.005408432,0.031952724,0.023005113,0.026296178,0.046641879,0.048714664,0.035032984,0.023024423,0.025339473,0.10447125,0.062574394,0.14291495,0.087606281,0.129439,0.076517373,0.080859199,0.047799524,0.18217149,0.21539025,0.17290662,0.21239713,0.2197639,0.19592863,0.15660326,0.095481418,0.14937773,0.086529411,0.19147617,0.084842734,0.15487434,0.057408039,0.097131491,0.069268994,0.04784666,0.065389231,0.070059024,0.061661147,0.036795121,0.038756754,0.046237212,0.036706612,0.05164526,0.06176528,0.056837048,0.033849295,0.03039165,0.04925951,0.037947621,0.033221226,0.40511775,0.52634096
2,0.17569844,0.056501925,0.006719861,0.051019102,0.007889971,0.07859493,0.00929788,0.046230234,0.006022071,0.031957049,0.029543713,0.028280148,0.045600794,0.050351061,0.034598853,0.021934893,0.023527674,0.10453288,0.072333016,0.14202476,0.087211989,0.14209612,0.073452346,0.08885894,0.058386598,0.17333223,0.21418017,0.18592098,0.22136506,0.22312461,0.19521743,0.1612815,0.10215299,0.15649568,0.09473072,0.17491917,0.086143591,0.15561567,0.060976248,0.10341871,0.075349867,0.049225904,0.065987691,0.079007499,0.055777017,0.036069244,0.040163662,0.04544514,0.03865419,0.054520689,0.054512084,0.062991619,0.036387414,0.029479304,0.051232524,0.035672192,0.035627037,0.39495012,0.51859748
2,0.17039083,0.055450056,0.005690638,0.048990339,0.00902273,0.074867949,0.010743351,0.046982028,0.00452332,0.036076639,0.033563029,0.029076084,0.035330966,0.055510886,0.039472695,0.019769343,0.024240348,0.10404722,0.065367542,0.15550885,0.088409804,0.14255619,0.087516904,0.080608562,0.052660909,0.18603821,0.22033796,0.19452782,0.2251932,0.21702208,0.21484536,0.1682997,0.11337965,0.15052222,0.091280125,0.19492881,0.083470091,0.16974756,0.061506361,0.10495324,0.069939226,0.042162109,0.052798033,0.067671165,0.06406489,0.030247156,0.034730271,0.04557059,0.0463195,0.051069766,0.049823869,0.056949023,0.04017169,0.028242404,0.043125056,0.041377019,0.037931029,0.38008642,0.50251359
2,0.18531971,0.057481214,0.009838753,0.065177716,0.012893923,0.07306844,0.01047244,0.059524894,0.009458762,0.035955966,0.035966739,0.033320036,0.035900395,0.047642633,0.044946909,0.027122298,0.022104612,0.1044912,0.072099417,0.13157554,0.081959456,0.13546176,0.07811024,0.087842681,0.056593452,0.16322745,0.20807917,0.17838179,0.22750808,0.21584989,0.19108176,0.17566207,0.099892162,0.14689636,0.07945624,0.18129647,0.08269684,0.16238104,0.060696047,0.10718745,0.072887413,0.058030996,0.057354506,0.062477678,0.062308446,0.0325635,0.039409108,0.045171503,0.049523294,0.048636686,0.053644795,0.054126084,0.045259483,0.031555839,0.043622248,0.040806904,0.045492202,0.38680211,0.53180075
2,0.19504234,0.056679029,0.009470637,0.05559583,0.010120745,0.070114724,0.013584876,0.059637509,0.006957403,0.034833636,0.03748817,0.042416811,0.043781824,0.050700013,0.042121157,0.0297125,0.022889767,0.099270932,0.077797428,0.13549592,0.087793767,0.14427412,0.083151348,0.094047263,0.056690857,0.17348945,0.20414984,0.18404545,0.22869532,0.2109869,0.19601369,0.19362633,0.11655653,0.14886831,0.089895457,0.17589577,0.091736369,0.16877574,0.06258177,0.10465465,0.075131796,0.053976748,0.054067865,0.066964038,0.056903038,0.042922501,0.039839827,0.044132631,0.04777357,0.050000355,0.056997862,0.044337682,0.053173404,0.027907327,0.044733293,0.033335213,0.045612205,0.37607399,0.51301557
2,0.17120455,0.040422648,0.006932906,0.071413435,0.009253478,0.062747873,0.011292208,0.060784951,0.006380827,0.026875157,0.039287224,0.039329801,0.036884949,0.039955135,0.040591974,0.03217091,0.022500573,0.10591903,0.079691336,0.15016143,0.081566572,0.13575247,0.087256491,0.094199568,0.058014031,0.16721509,0.19595897,0.18893756,0.23315711,0.21272261,0.2041187,0.20297897,0.14050382,0.1582167,0.091931723,0.17679234,0.095030397,0.17586279,0.05492726,0.11710724,0.080324866,0.06156997,0.054395195,0.061713148,0.062182356,0.047592923,0.032412402,0.034519352,0.050312947,0.048550133,0.049195006,0.046511978,0.052623764,0.033491023,0.037939273,0.029478874,0.047656648,0.37320736,0.50268549
2,0.20672734,0.059132539,0.010373898,0.067095451,0.010503491,0.072235525,0.011598499,0.064737223,0.007881482,0.035347704,0.043936487,0.041958526,0.040424824,0.043691453,0.040478278,0.027943825,0.026418759,0.095791183,0.081438772,0.13010679,0.087341629,0.13166192,0.082585223,0.089258403,0.059043523,0.15824272,0.19149113,0.17287551,0.21854486,0.20454612,0.18316041,0.17835954,0.12491388,0.14688194,0.090967938,0.16668293,0.083806336,0.15073016,0.061687622,0.11699088,0.0724537,0.054120451,0.055934232,0.059698235,0.059459362,0.044704705,0.034999717,0.042386018,0.050021067,0.0447684,0.05751748,0.053434353,0.053974465,0.036003564,0.050026674,0.03749007,0.048445068,0.38717595,0.53886384
2,0.19868077,0.059126157,0.009036623,0.061880469,0.009389211,0.071901344,0.012107986,0.062585227,0.005926428,0.034119546,0.035728898,0.038702328,0.044104736,0.044030275,0.03926304,0.033509281,0.03142206,0.10144502,0.080665149,0.13912816,0.090241671,0.1277535,0.082653202,0.082598813,0.059864134,0.15338746,0.18757379,0.18223909,0.1980287,0.20949546,0.18858182,0.18400218,0.12117625,0.14939448,0.083793394,0.15957147,0.086368017,0.15337454,0.059165243,0.12121777,0.07331448,0.051769428,0.058934476,0.066408619,0.05766385,0.041386981,0.040167376,0.03993158,0.048652261,0.051034778,0.06299451,0.051972698,0.048840478,0.035832141,0.048560187,0.03631784,0.041729365,0.40163919,0.53394145
2,0.1682407,0.045814153,0.00632839,0.049194571,0.010287954,0.072263829,0.008164846,0.046545401,0.005807893,0.031576063,0.021712644,0.033129465,0.0445088,0.038877156,0.032967463,0.023784304,0.027002426,0.092756689,0.054941155,0.13646086,0.091235034,0.14028166,0.082000345,0.090807326,0.05936721,0.15771021,0.19115081,0.21370974,0.25160074,0.25380307,0.15252505,0.21835363,0.14505821,0.12085748,0.094849028,0.21367243,0.091698214,0.16548029,0.063142762,0.11509635,0.0671684,0.053503413,0.059527915,0.066915996,0.050639082,0.039581437,0.042819444,0.045779046,0.039265882,0.056436639,0.044114776,0.060195073,0.032809179,0.036477048,0.033344671,0.033670094,0.036286555,0.37015095,0.49855331
2,0.16904975,0.052517548,0.005975889,0.048920441,0.007185498,0.075076953,0.00492596,0.04730057,0.006323695,0.023928981,0.024019612,0.034713797,0.04576483,0.036795758,0.030611025,0.027058939,0.028915504,0.089507699,0.066872999,0.1364639,0.094810568,0.13628314,0.08411663,0.087914281,0.05329572,0.15595192,0.20937306,0.21106191,0.26186514,0.26478174,0.1540771,0.20209053,0.14900832,0.13128705,0.097712815,0.20954366,0.091674134,0.16077974,0.065188654,0.11222623,0.064256191,0.054494135,0.06448961,0.06372574,0.055493992,0.046096988,0.044430304,0.039921224,0.036394883,0.057028063,0.05249808,0.05880018,0.037170909,0.037442651,0.040572807,0.035699937,0.0338341,0.37055108,0.48437896
2,0.15794328,0.057484891,0.006825235,0.047344252,0.008036305,0.076101959,0.005123159,0.049687255,0.004662918,0.026229201,0.02248388,0.036001913,0.044984668,0.040720433,0.030219791,0.021949047,0.034381181,0.089393549,0.060474992,0.13733977,0.083799884,0.1416088,0.073511772,0.091497891,0.046127364,0.17679608,0.21465942,0.20570977,0.25703818,0.23327576,0.16183423,0.21847226,0.15143667,0.14018941,0.090734795,0.19451815,0.10034783,0.16099426,0.064105324,0.11850947,0.067618251,0.044663783,0.062150031,0.062233675,0.048934098,0.040055942,0.048050959,0.041472487,0.031158147,0.049643092,0.058507845,0.057298798,0.030855276,0.038397856,0.039147921,0.032765273,0.031049754,0.3785705,0.49011025
2,0.16067246,0.051790033,0.005512691,0.051857717,0.00966074,0.072639734,0.008976861,0.048427466,0.007104928,0.026872909,0.020310329,0.031013392,0.044391099,0.050172433,0.026075227,0.023502683,0.030642074,0.0913257,0.058961276,0.12951089,0.092009656,0.1328038,0.074792139,0.092712104,0.059857011,0.16436696,0.21435232,0.20549031,0.25388345,0.25022957,0.1713358,0.2163139,0.1533685,0.12695026,0.082240961,0.19377343,0.089103557,0.16435477,0.062266912,0.11598177,0.068557449,0.054862745,0.061290432,0.063903727,0.04858325,0.041745063,0.045804579,0.041076779,0.035086151,0.048346367,0.049320988,0.047812264,0.042172059,0.032682441,0.043838423,0.027159924,0.030289123,0.37228748,0.49832636
2,0.16860454,0.059081025,0.006270692,0.04100598,0.006334319,0.085093655,0.006952051,0.043369602,0.007238366,0.031920522,0.02093997,0.024047105,0.042900704,0.042669181,0.024284551,0.022346068,0.033979055,0.10191592,0.060989562,0.13080405,0.091385938,0.13819833,0.07326173,0.095099173,0.054085176,0.16417994,0.2208866,0.19887531,0.24204551,0.23974788,0.17804669,0.21311192,0.14329204,0.13852756,0.090740494,0.20114267,0.086111501,0.1624583,0.062281277,0.13130495,0.064884782,0.045491807,0.060219139,0.059738148,0.048821125,0.03598794,0.049339782,0.047502458,0.029776013,0.049119461,0.062894985,0.053451937,0.036694683,0.035113741,0.041891083,0.036428612,0.030292992,0.3721863,0.49424168
2,0.18311143,0.054611854,0.006955117,0.050266117,0.007979045,0.073174879,0.009656127,0.056674849,0.007586837,0.03916068,0.037618063,0.02863395,0.032928396,0.045893986,0.039087087,0.028002938,0.02443336,0.098442867,0.062355231,0.14410697,0.089199565,0.14128028,0.077592909,0.085399255,0.057435967,0.16369976,0.22035627,0.2065776,0.24374805,0.21900184,0.17237619,0.21830539,0.14215288,0.13845941,0.083382271,0.18626687,0.095106587,0.16374645,0.059735876,0.12766674,0.07106141,0.05185451,0.054425921,0.07426028,0.061642203,0.042784538,0.041536767,0.050740167,0.044483617,0.041817553,0.044955377,0.048683546,0.044002298,0.02941986,0.042183239,0.041455191,0.038663279,0.3556354,0.50529855
2,0.19430785,0.048324432,0.008915634,0.071898818,0.009372101,0.059692957,0.009327006,0.061636623,0.009200911,0.038396761,0.034819148,0.042936184,0.040739462,0.040753342,0.036172669,0.031193817,0.030377086,0.10221426,0.062449072,0.12552039,0.078799464,0.13688961,0.080358431,0.096756704,0.055465017,0.15090562,0.18675846,0.18440723,0.22977163,0.2117165,0.15545556,0.19663842,0.13756329,0.14619441,0.090728864,0.17822143,0.093635246,0.15836596,0.066262051,0.1198073,0.061990619,0.053741131,0.054368522,0.062058367,0.059215687,0.044133473,0.043984625,0.048155338,0.046807352,0.047106054,0.035249248,0.056899447,0.052974377,0.035427745,0.044331584,0.037969023,0.048763253,0.38874096,0.53286278
2,0.18053773,0.046681568,0.006961801,0.064016968,0.007349463,0.056031652,0.010740573,0.062541276,0.006345588,0.030381463,0.036209434,0.036990244,0.037238922,0.043952923,0.044086523,0.02092951,0.023627924,0.099190101,0.067605667,0.13267013,0.075969912,0.1478354,0.095980518,0.089258328,0.053587928,0.15155104,0.1952991,0.21365483,0.243449,0.21476386,0.16526242,0.22361584,0.15802717,0.12530483,0.084875844,0.17512879,0.099579878,0.17502804,0.066164322,0.12728584,0.07086502,0.054276917,0.049070217,0.05774321,0.067409575,0.044367939,0.042351801,0.040985197,0.049482513,0.044850081,0.045427196,0.049794387,0.050131403,0.02765096,0.031795565,0.041695226,0.046443235,0.36688909,0.50954551
2,0.20051916,0.06440571,0.008898794,0.06291984,0.01153183,0.075917952,0.007687265,0.063423254,0.007166914,0.04345822,0.02589166,0.039547749,0.046027951,0.040466346,0.042059675,0.031227274,0.03264989,0.097062469,0.063473128,0.12448907,0.091208816,0.13842559,0.082158349,0.085412517,0.063544318,0.14659458,0.17720731,0.18700996,0.21152973,0.21377268,0.16247216,0.18785368,0.13849774,0.1299334,0.081477389,0.16379467,0.088332728,0.15070042,0.069090679,0.12406157,0.071220785,0.05648623,0.052148018,0.066326946,0.064066097,0.042986345,0.044695478,0.044544209,0.04164559,0.045628149,0.056584265,0.049840506,0.050572176,0.033623844,0.045610938,0.038726903,0.042108502,0.39256507,0.54516453
2,0.13711025,0.040661689,0.006552233,0.067191288,0.007782632,0.056099433,0.005445217,0.059648361,0.004990095,0.025038023,0.027816921,0.042036191,0.03792819,0.032611359,0.035250962,0.033831067,0.027578671,0.11217,0.069039434,0.13692513,0.082204998,0.13630006,0.089936055,0.10038178,0.060206085,0.16396621,0.19948113,0.21558926,0.28718218,0.24806719,0.17783733,0.24478877,0.18945733,0.15676725,0.091204733,0.19399606,0.10207593,0.18549669,0.065963559,0.12693645,0.073342636,0.054371834,0.054156873,0.054753795,0.060483929,0.045529772,0.035966367,0.043828472,0.039004028,0.047730196,0.029291967,0.044096965,0.05269989,0.03450666,0.027720755,0.030408712,0.042724933,0.33541697,0.45375568
2,0.13469185,0.034502707,0.005428868,0.067973949,0.007406704,0.047490194,0.008520756,0.055401102,0.00480987,0.027553393,0.033442494,0.031830221,0.030839032,0.030578792,0.037567686,0.027327733,0.020796802,0.11071259,0.066594869,0.13589579,0.085286699,0.14915387,0.09295661,0.097888149,0.055027694,0.14471772,0.20474277,0.2303732,0.27852684,0.24088237,0.17867918,0.2588996,0.18613315,0.14758326,0.090102799,0.20539685,0.096975565,0.19249889,0.062302399,0.14342463,0.081614181,0.053546533,0.043795947,0.053965531,0.061994202,0.040308475,0.030796042,0.039342187,0.05223887,0.049505956,0.028247997,0.048167385,0.046014823,0.028848575,0.020974802,0.039197214,0.046316963,0.34580609,0.43798786
2,0.17988428,0.051378179,0.008097804,0.061527994,0.005150761,0.056577146,0.011408045,0.064046457,0.005887027,0.027197283,0.030452302,0.045005657,0.037123412,0.041404892,0.038475886,0.031658869,0.023722896,0.11645198,0.072839908,0.13763823,0.080525048,0.14726327,0.080034472,0.099926889,0.055799924,0.16478732,0.18449816,0.19782406,0.24505332,0.21180925,0.16876167,0.22746977,0.15413636,0.14164959,0.092627987,0.18734495,0.093943156,0.1614957,0.063045613,0.12441116,0.076197349,0.059747722,0.057229556,0.064408727,0.05613067,0.043121248,0.038890652,0.049743731,0.048599388,0.04936422,0.037769344,0.049395602,0.055877153,0.039234534,0.039205801,0.03123034,0.044179622,0.36674547,0.5029155
2,0.17168367,0.051167909,0.007678091,0.058695439,0.006007553,0.066390984,0.006569997,0.04951936,0.007365668,0.031266339,0.037983522,0.038406886,0.044654131,0.042282108,0.032977071,0.029022887,0.02790845,0.096871443,0.070006937,0.14084521,0.077916168,0.13068753,0.085202679,0.091436036,0.05788926,0.15694779,0.21636647,0.18880789,0.21348958,0.23177713,0.15819223,0.23969965,0.13844551,0.15403596,0.082094774,0.1962958,0.079084724,0.17198272,0.063647538,0.12740637,0.063673913,0.057632167,0.057510506,0.060174558,0.053309288,0.039909959,0.045104709,0.041161127,0.05256252,0.055162612,0.05529663,0.053978637,0.040395215,0.039104439,0.032376021,0.04517993,0.039209582,0.39071015,0.49288541
2,0.15623234,0.050326072,0.005393318,0.051003728,0.005529753,0.069259353,0.007806667,0.039587475,0.00614605,0.02874228,0.031207435,0.03734294,0.038465966,0.038378306,0.030251879,0.024645938,0.022877675,0.09368442,0.068329632,0.13252285,0.09310022,0.1355346,0.080101542,0.083360255,0.066183478,0.17786177,0.22189234,0.21122296,0.22468872,0.25352207,0.16160983,0.27436844,0.13637514,0.14475094,0.088015921,0.18816422,0.0911768,0.16392572,0.066690378,0.13972008,0.067211524,0.05080089,0.057544235,0.062489752,0.049271379,0.037667617,0.037594374,0.042448021,0.043458141,0.050701961,0.054111231,0.048505828,0.031925667,0.027576661,0.034271758,0.04152159,0.036684338,0.35908958,0.47996587
2,0.14528348,0.047118612,0.007697875,0.049563248,0.008584226,0.05688883,0.009885362,0.04488837,0.007913559,0.025540149,0.028930489,0.037219528,0.038735755,0.034359731,0.027639443,0.021700913,0.02681311,0.10898861,0.069584951,0.12824288,0.10215551,0.13199823,0.068196796,0.089899138,0.055015627,0.19533977,0.21442714,0.23787834,0.24643487,0.2960591,0.13315086,0.27986392,0.14056104,0.14633343,0.09193787,0.22029015,0.092229143,0.1560131,0.073674768,0.13040668,0.075200498,0.057125099,0.064554408,0.057956915,0.055518433,0.037117232,0.038035188,0.043877374,0.042833198,0.051179212,0.041381136,0.046344414,0.033016667,0.030176764,0.024705539,0.038418658,0.039965358,0.32558161,0.44889858
2,0.15307134,0.047647879,0.006584983,0.049743306,0.011237466,0.051443513,0.006571739,0.053729597,0.005481243,0.023062944,0.026561365,0.029185798,0.038310338,0.025351416,0.029731918,0.025012588,0.023478823,0.1021595,0.065530352,0.1372205,0.082341447,0.13464546,0.066756248,0.096609637,0.053721599,0.21240824,0.19189057,0.22418205,0.26952955,0.27966875,0.12423114,0.24308048,0.17387207,0.15242073,0.090650618,0.19806093,0.08976116,0.15616943,0.072441332,0.13126321,0.071845457,0.054977711,0.057113953,0.051515337,0.045546696,0.038398035,0.039150026,0.034413662,0.03483399,0.055624787,0.028169183,0.050373442,0.039858095,0.041085176,0.02479705,0.041590806,0.035185285,0.35801587,0.45627922
2,0.198623,0.047266681,0.004825031,0.059596237,0.013669822,0.10407664,0.008774569,0.045745101,0.006978618,0.022106312,0.025638176,0.047230873,0.06145658,0.044573992,0.02461371,0.016580263,0.021226818,0.084432185,0.057118915,0.15967818,0.080433726,0.12753287,0.064148411,0.058273297,0.027335661,0.18381017,0.16991258,0.19127709,0.18403558,0.21105698,0.1246836,0.078275822,0.067673549,0.14070827,0.095528401,0.20090562,0.083056651,0.14102651,0.036987785,0.054162789,0.057477485,0.074843161,0.08926408,0.058544189,0.052118592,0.03217477,0.034144044,0.035930939,0.032092981,0.08566688,0.070477135,0.06093967,0.033361666,0.032791939,0.03422134,0.032442365,0.038946629,0.44592601,0.55814546
2,0.19528124,0.056212127,0.003958096,0.06516315,0.016600417,0.098974645,0.0077528,0.04442938,0.007102933,0.024244746,0.027888885,0.040459257,0.055262871,0.04827467,0.031197144,0.023033036,0.023179621,0.083665714,0.052248243,0.15894009,0.078069277,0.13190961,0.063318603,0.063992813,0.032903317,0.17943479,0.15879542,0.17910209,0.17043357,0.21791534,0.1187453,0.072267041,0.069397032,0.12510301,0.097371131,0.19822808,0.085102975,0.13071765,0.04212857,0.061974965,0.053120885,0.064018637,0.077618234,0.073603913,0.048473686,0.034973189,0.034384161,0.040192023,0.031147148,0.084018059,0.063729525,0.064324722,0.030148026,0.030583516,0.041324783,0.036984649,0.035918638,0.44496989,0.57834309
2,0.19223629,0.053692792,0.005843013,0.07066828,0.013039004,0.097780995,0.004658174,0.046736985,0.007575826,0.031556841,0.024930155,0.041820731,0.061755683,0.045583516,0.028973894,0.031527549,0.025132392,0.082640864,0.052738316,0.14332858,0.079570219,0.12890896,0.062746331,0.068319261,0.023822227,0.1851851,0.17587854,0.20431377,0.17284052,0.20547585,0.11347738,0.073591299,0.083117329,0.1333404,0.10142142,0.19741085,0.081905551,0.13560982,0.045433629,0.063474946,0.064237796,0.066198789,0.081725717,0.072345205,0.047013316,0.041748207,0.038297519,0.034137208,0.036148638,0.078410752,0.058123291,0.053289916,0.033913165,0.025567401,0.047941588,0.034428895,0.03145529,0.43201995,0.57710326
2,0.17936985,0.062372342,0.007861626,0.047790579,0.007544384,0.10916196,0.009244455,0.04252705,0.00500839,0.028592478,0.032838948,0.043140117,0.055184551,0.049744435,0.024219438,0.022828026,0.027479757,0.08524549,0.052725922,0.16237926,0.086706132,0.14587834,0.066162437,0.071158148,0.027570074,0.19833945,0.19098848,0.20575868,0.16846746,0.19673672,0.1315224,0.073857233,0.076645769,0.14589505,0.10527769,0.1954432,0.094868682,0.14603159,0.054904729,0.058785804,0.065672249,0.059242561,0.077199742,0.067224093,0.053651333,0.028527178,0.040519308,0.039874662,0.032762997,0.065763511,0.073853746,0.062214077,0.027281126,0.027585668,0.055427834,0.032842468,0.026882192,0.43246996,0.55367768
